attrInteger,attrInteger,attrInteger,attrInteger
59226,253,5922600,59227
1036902,957,103690200,1036903
555347,963,55534700,555348
1715452,48,171545200,1715453
184281,2,18428100,184282
806288,147,80628800,806289
727042,724,72704200,727043
1081005,837,108100500,1081006
361711,381,36171100,361712
1907230,274,190723000,1907231
1413947,431,141394700,1413948
697916,937,69791600,697917
812493,460,81249300,812494
499644,457,49964400,499634
104582,69,10458200,104583
1624054,674,162405400,1624055
1883,265,188300,1884
102126,105,10212600,102127
920539,97,92053900,920540
262449,271,26244900,262450
1693375,575,169337500,1693376
90965,8,9096500,90966
1193679,226,119367900,1193680
196222,877,19622200,196223
194817,917,19481700,194807
1300869,879,130086900,1300870
1356025,827,135602500,1356026
304586,210,30458600,304587
694858,84,69485800,694859
1619169,831,161916900,1619170
471008,619,47100800,470998
1919853,819,191985300,1919854
1589451,549,158945100,1589452
681390,999,68139000,681391
1959334,676,195933400,1959335
1773878,356,177387800,1773879
1547823,795,154782300,1547824
172374,868,17237400,172375
447515,590,44751500,447516
475109,507,47510900,475110
1524443,402,152444300,1524444
711576,111,71157600,711577
1807725,747,180772500,1807726
679493,156,67949300,679494
1689226,808,168922600,1689227
77652,546,7765200,77653
1275045,79,127504500,1275046
1615733,189,161573300,1615734
67051,761,6705100,67052
721668,548,72166800,721669
1633940,570,163394000,1633941
34181,185,3418100,34182
201177,78,20117700,201178
427909,406,42790900,427910
1872019,706,187201900,1872020
819620,196,81962000,819621
95714,573,9571400,95715
1635536,418,163553600,1635537
1419768,260,141976800,1419769
654719,623,65471900,654720
571100,374,57110000,571101
888451,36,88845100,888452
1113563,817,111356300,1113564
887113,924,88711300,887114
778188,588,77818800,778189
1383110,751,138311000,1383111
1033907,596,103390700,1033908
1343391,404,134339100,1343392
828777,530,82877700,828778
710795,653,71079500,710796
511198,936,51119800,511199
26668,774,2666800,26669
59190,956,5919000,59191
1544218,159,154421800,1544219
835237,382,83523700,835238
171828,96,17182800,171829
566529,383,56652900,566530
1671418,490,167141800,1671419
1292980,536,129298000,1292981
889168,328,88916800,889169
165164,1,16516400,165165
1987602,301,198760200,1987603
1866842,903,186684200,1866843
781705,725,78170500,781706
655767,14,65576700,655768
1714442,981,171444200,1714443
969883,196,96988300,969884
375325,646,37532500,375326
1226120,669,122612000,1226121
193315,217,19331500,193316
773321,868,77332100,773322
785618,406,78561800,785619
1793667,105,179366700,1793668
373253,402,37325300,373254
1967253,302,196725300,1967254
51661,974,5166100,51662
1485842,351,148584200,1485843
1988108,205,198810800,1988109
932404,534,93240400,932405
656127,895,65612700,656128
1557067,916,155706700,1557068
780725,730,78072500,780726
723946,908,72394600,723947
1740530,924,174053000,1740531
1668770,338,166877000,1668771
913890,487,91389000,913891
1278999,5,127899900,1279000
487607,590,48760700,487608
1670613,444,167061300,1670614
177665,219,17766500,177666
1663449,632,166344900,1663450
1785653,203,178565300,1785654
1195724,121,119572400,1195725
1343137,460,134313700,1343138
1165498,277,116549800,1165499
1143662,83,114366200,1143663
50736,38,5073600,50737
1850078,345,185007800,1850079
1322050,436,132205000,1322051
1263923,453,126392300,1263924
1781891,409,178189100,1781892
973716,124,97371600,973717
1130100,272,113010000,1130101
1921721,796,192172100,1921722
548578,470,54857800,548579
966452,339,96645200,966453
952108,666,95210800,952109
633251,549,63325100,633252
356826,848,35682600,356827
1832363,731,183236300,1832364
1570402,854,157040200,1570403
1691103,830,169110300,1691104
403154,515,40315400,403155
1804174,51,180417400,1804164
786674,583,78667400,786675
973551,466,97355100,973552
1943858,996,194385800,1943859
9722,529,972200,9723
28516,471,2851600,28517
1613524,489,161352400,1613525
1527710,382,152771000,1527711
240050,631,24005000,240040
1100446,256,110044600,1100447
1534172,136,153417200,1534173
268692,933,26869200,268693
244726,621,24472600,244727
675403,252,67540300,675404
1864964,885,186496400,1864965
661941,617,66194100,661942
156030,35,15603000,156031
817664,474,81766400,817665
1354190,952,135419000,1354191
1911889,323,191188900,1911890
896504,673,89650400,896505
24552,742,2455200,24553
1404209,759,140420900,1404210
956391,252,95639100,956392
887754,943,88775400,887755
1967594,968,196759400,1967595
1987454,448,198745400,1987455
1667016,166,166701600,1667017
1938804,569,193880400,1938805
701969,116,70196900,701970
1722555,256,172255500,1722556
177161,404,17716100,177162
1608595,855,160859500,1608596
961874,933,96187400,961875
1401963,222,140196300,1401964
1591228,363,159122800,1591229
1139392,736,113939200,1139393
206428,186,20642800,206418
979073,534,97907300,979074
1971576,249,197157600,1971577
555623,276,55562300,555624
1673080,123,167308000,1673081
1290373,816,129037300,1290374
737980,786,73798000,737981
1658630,758,165863000,1658631
1719342,545,171934200,1719343
1885997,314,188599700,1885998
389609,118,38960900,389610
317120,442,31712000,317121
1923479,287,192347900,1923480
1827045,549,182704500,1827046
78474,66,7847400,78475
498142,819,49814200,498143
420426,204,42042600,420427
1656554,786,165655400,1656555
690172,268,69017200,690173
439131,449,43913100,439132
1010622,300,101062200,1010623
1388827,933,138882700,1388828
167355,635,16735500,167356
282685,420,28268500,282686
32767,920,3276700,32768
843663,790,84366300,843664
1688668,193,168866800,1688669
175695,427,17569500,175696
608294,207,60829400,608295
1143338,481,114333800,1143339
9584,147,958400,9585
1129803,615,112980300,1129804
1139974,966,113997400,1139975
1956494,917,195649400,1956495
343758,912,34375800,343759
1291255,793,129125500,1291256
455803,783,45580300,455804
1841393,723,184139300,1841394
208344,575,20834400,208345
844182,833,84418200,844183
20138,147,2013800,20139
1217441,62,121744100,1217442
1487533,245,148753300,1487534
1455202,156,145520200,1455203
126952,272,12695200,126942
1740716,748,174071600,1740717
151388,822,15138800,151389
522157,843,52215700,522158
202470,788,20247000,202471
1658282,199,165828200,1658283
1508779,404,150877900,1508780
1195457,857,119545700,1195458
405497,5,40549700,405498
761155,448,76115500,761156
971801,150,97180100,971802
1249760,102,124976000,1249761
1255151,123,125515100,1255152
1724488,516,172448800,1724489
987945,19,98794500,987946
1096531,78,109653100,1096532
1556589,927,155658900,1556590
846708,285,84670800,846709
1618807,420,161880700,1618808
1844810,758,184481000,1844811
140904,959,14090400,140905
1062026,115,106202600,1062027
391127,376,39112700,391128
1524561,159,152456100,1524562
327356,288,32735600,327357
1850175,650,185017500,1850176
1087285,445,108728500,1087286
87972,70,8797200,87973
1202830,541,120283000,1202831
352451,533,35245100,352452
409990,278,40999000,409991
735980,633,73598000,735981
708487,379,70848700,708488
841324,628,84132400,841325
982737,651,98273700,982738
1871474,506,187147400,1871464
624932,372,62493200,624933
1837466,370,183746600,1837467
526105,706,52610500,526106
950270,167,95027000,950271
1332200,78,133220000,1332201
771744,742,77174400,771745
644237,152,64423700,644238
1949784,24,194978400,1949785
1725586,306,172558600,1725587
928812,47,92881200,928813
1543897,160,154389700,1543898
881017,847,88101700,881018
1701572,275,170157200,1701573
1511046,237,151104600,1511047
1145698,313,114569800,1145699
1011565,412,101156500,1011566
769372,814,76937200,769373
681068,48,68106800,681069
1249071,978,124907100,1249072
1640058,557,164005800,1640059
847652,489,84765200,847653
214558,823,21455800,214559
1825862,400,182586200,1825863
1635160,299,163516000,1635161
222654,143,22265400,222655
11928,166,1192800,11929
1932171,266,193217100,1932172
903362,374,90336200,903363
1724160,362,172416000,1724161
1621398,688,162139800,1621399
1437452,620,143745200,1437453
786678,899,78667800,786679
759516,859,75951600,759517
1814586,164,181458600,1814587
1834411,505,183441100,1834412
1327720,317,132772000,1327721
1751638,23,175163800,1751639
1270634,563,127063400,1270635
1858990,516,185899000,1858991
1555596,963,155559600,1555597
178251,476,17825100,178252
519922,728,51992200,519923
1058287,272,105828700,1058288
392296,765,39229600,392297
900408,403,90040800,900409
657252,166,65725200,657253
401204,64,40120400,401205
295042,348,29504200,295043
1660355,145,166035500,1660356
218207,372,21820700,218208
1933289,845,193328900,1933290
577360,691,57736000,577361
617655,388,61765500,617656
301553,575,30155300,301554
1830594,557,183059400,1830595
1177268,746,117726800,1177269
1741402,218,174140200,1741403
1253871,445,125387100,1253872
1038109,512,103810900,1038110
1109026,208,110902600,1109027
314358,35,31435800,314359
1913559,490,191355900,1913560
873651,97,87365100,873652
400677,705,40067700,400678
457825,459,45782500,457826
1996452,254,199645200,1996453
1263214,409,126321400,1263215
1707946,926,170794600,1707947
1490860,572,149086000,1490861
358764,806,35876400,358765
333678,689,33367800,333679
777598,550,77759800,777599
601717,375,60171700,601718
269942,176,26994200,269943
96019,895,9601900,96020
65908,883,6590800,65909
686681,35,68668100,686682
1782097,109,178209700,1782098
1481107,63,148110700,1481108
1726441,145,172644100,1726442
1589453,324,158945300,1589454
957476,88,95747600,957477
1378336,998,137833600,1378337
858457,164,85845700,858458
248609,722,24860900,248610
1797178,203,179717800,1797179
1640672,391,164067200,1640673
1146251,540,114625100,1146252
678972,737,67897200,678973
488180,153,48818000,488181
72811,75,7281100,72812
1814741,142,181474100,1814742
554860,165,55486000,554861
1870375,472,187037500,1870365
1045940,272,104594000,1045941
407760,606,40776000,407761
169373,671,16937300,169374
617698,585,61769800,617699
442201,180,44220100,442202
1917680,624,191768000,1917681
1521058,86,152105800,1521048
556362,138,55636200,556363
255000,412,25500000,255001
1767421,602,176742100,1767422
1128024,461,112802400,1128025
1576970,421,157697000,1576971
1291281,399,129128100,1291282
1947708,209,194770800,1947698
381665,956,38166500,381666
322652,449,32265200,322653
1422883,937,142288300,1422884
430278,381,43027800,430279
1832243,748,183224300,1832244
57360,697,5736000,57361
1880029,471,188002900,1880030
1554375,578,155437500,1554376
1439134,717,143913400,1439135
997045,313,99704500,997046
1307428,175,130742800,1307429
237410,66,23741000,237411
626106,979,62610600,626107
576206,419,57620600,576207
676234,205,67623400,676235
1168176,325,116817600,1168177
1713843,221,171384300,1713844
476336,620,47633600,476337
866236,947,86623600,866237
96034,662,9603400,96035
189070,517,18907000,189071
415218,94,41521800,415219
1084458,591,108445800,1084459
1019712,174,101971200,1019713
1164703,15,116470300,1164704
246161,929,24616100,246162
1313166,434,131316600,1313167
469675,972,46967500,469676
1913207,93,191320700,1913208
1076093,442,107609300,1076083
1877139,354,187713900,1877140
151684,19,15168400,151685
1906377,358,190637700,1906378
1985568,606,198556800,1985569
79796,134,7979600,79797
1897192,186,189719200,1897182
1022095,660,102209500,1022096
1677940,973,167794000,1677941
150710,675,15071000,150711
524194,549,52419400,524195
791722,92,79172200,791723
934360,230,93436000,934361
1494284,934,149428400,1494285
642718,650,64271800,642719
675092,894,67509200,675093
984789,160,98478900,984779
1895726,655,189572600,1895727
166643,303,16664300,166644
1483908,550,148390800,1483909
1955858,189,195585800,1955859
1641935,337,164193500,1641936
712928,774,71292800,712929
1180309,147,118030900,1180310
1424235,342,142423500,1424236
740947,99,74094700,740948
1671655,888,167165500,1671656
1936328,797,193632800,1936329
1195039,467,119503900,1195029
982874,255,98287400,982875
1027222,849,102722200,1027223
1644891,344,164489100,1644892
1247190,13,124719000,1247191
1748085,850,174808500,1748086
537972,589,53797200,537973
1612320,291,161232000,1612321
435805,622,43580500,435806
1986231,610,198623100,1986232
1879247,419,187924700,1879248
51068,814,5106800,51069
1664685,81,166468500,1664686
218956,657,21895600,218957
1049969,921,104996900,1049970
1552326,34,155232600,1552327
1374141,363,137414100,1374142
1857186,227,185718600,1857187
48055,953,4805500,48045
885222,306,88522200,885223
1984680,31,198468000,1984670
1892934,756,189293400,1892935
431836,552,43183600,431837
187921,288,18792100,187922
1935863,696,193586300,1935864
1488056,141,148805600,1488057
921503,282,92150300,921504
64979,508,6497900,64980
891430,920,89143000,891431
656668,612,65666800,656669
1780280,31,178028000,1780281
288942,622,28894200,288943
1175979,206,117597900,1175980
1658318,99,165831800,1658319
1720624,974,172062400,1720625
1911584,329,191158400,1911585
1184395,875,118439500,1184396
1009309,142,100930900,1009310
1969870,660,196987000,1969871
139120,604,13912000,139121
1793772,676,179377200,1793773
1990465,580,199046500,1990466
1866152,261,186615200,1866153
957980,621,95798000,957981
1362997,215,136299700,1362998
1880061,306,188006100,1880062
1287989,751,128798900,1287990
475515,970,47551500,475505
809645,789,80964500,809646
149024,889,14902400,149025
1072848,659,107284800,1072849
1091687,622,109168700,1091688
1716838,755,171683800,1716839
1876774,448,187677400,1876775
897881,147,89788100,897882
1466105,559,146610500,1466106
453878,444,45387800,453879
210921,193,21092100,210922
410668,348,41066800,410669
1104083,82,110408300,1104084
453230,493,45323000,453231
1180254,930,118025400,1180255
748548,994,74854800,748549
365960,843,36596000,365961
1570291,781,157029100,1570292
1517104,103,151710400,1517105
1874792,104,187479200,1874793
1686119,475,168611900,1686120
1837266,862,183726600,1837267
930463,158,93046300,930464
1757842,637,175784200,1757843
1880084,685,188008400,1880085
311353,762,31135300,311354
712255,238,71225500,712256
1033574,682,103357400,1033575
1373761,547,137376100,1373751
1045322,974,104532200,1045323
525799,111,52579900,525800
1333139,31,133313900,1333129
1332848,409,133284800,1332849
1377755,9,137775500,1377745
1888717,334,188871700,1888718
1082719,779,108271900,1082720
169577,188,16957700,169578
1232398,384,123239800,1232399
446599,314,44659900,446600
2444,432,244400,2445
1109751,209,110975100,1109752
1578511,844,157851100,1578512
356356,753,35635600,356357
745600,775,74560000,745601
1261201,983,126120100,1261202
1075895,922,107589500,1075896
1921076,85,192107600,1921077
633908,381,63390800,633909
1783543,553,178354300,1783544
581729,982,58172900,581730
1364797,12,136479700,1364798
1397304,29,139730400,1397305
1513333,728,151333300,1513334
507878,822,50787800,507879
1256681,824,125668100,1256682
1951580,895,195158000,1951581
1535326,257,153532600,1535327
711619,853,71161900,711620
1287639,583,128763900,1287640
519588,208,51958800,519589
1842298,292,184229800,1842299
999037,35,99903700,999038
1020337,909,102033700,1020338
8721,413,872100,8711
1735707,764,173570700,1735708
1590521,642,159052100,1590522
1429744,596,142974400,1429745
1522743,285,152274300,1522744
1658628,515,165862800,1658629
1489593,921,148959300,1489594
1614466,800,161446600,1614467
703446,721,70344600,703447
1245765,703,124576500,1245766
873710,817,87371000,873711
322005,960,32200500,322006
1638040,237,163804000,1638041
1753772,507,175377200,1753773
1757348,416,175734800,1757349
78776,237,7877600,78777
1198505,353,119850500,1198506
785575,492,78557500,785576
394048,607,39404800,394049
1775550,263,177555000,1775551
1504503,674,150450300,1504504
1888294,63,188829400,1888295
483220,765,48322000,483221
701700,426,70170000,701701
865446,963,86544600,865447
1446872,859,144687200,1446873
407358,82,40735800,407359
1023558,428,102355800,1023559
1430831,783,143083100,1430832
94027,575,9402700,94028
436863,260,43686300,436864
299426,960,29942600,299427
84676,409,8467600,84677
165953,367,16595300,165954
981464,343,98146400,981465
262687,305,26268700,262688
332272,98,33227200,332273
868758,166,86875800,868759
1691006,779,169100600,1691007
898161,47,89816100,898162
478977,505,47897700,478978
337919,317,33791900,337920
554621,383,55462100,554622
305480,606,30548000,305481
1636183,665,163618300,1636184
1748957,178,174895700,1748958
793218,621,79321800,793219
1289331,994,128933100,1289332
651257,401,65125700,651258
174295,297,17429500,174296
1844215,537,184421500,1844216
1535361,750,153536100,1535362
521564,619,52156400,521565
1655560,617,165556000,1655561
67599,636,6759900,67600
803757,84,80375700,803758
889943,187,88994300,889944
1731123,666,173112300,1731124
475366,533,47536600,475367
1693310,821,169331000,1693311
918317,481,91831700,918318
1494932,556,149493200,1494933
835035,192,83503500,835036
930600,287,93060000,930601
1628410,531,162841000,1628411
1093148,141,109314800,1093149
1435213,691,143521300,1435214
755023,306,75502300,755013
862316,405,86231600,862317
1265677,203,126567700,1265667
265221,617,26522100,265222
1693036,542,169303600,1693037
703059,8,70305900,703060
91766,300,9176600,91767
1362949,277,136294900,1362950
1718400,475,171840000,1718401
891424,437,89142400,891425
1162024,621,116202400,1162025
733923,873,73392300,733924
1011297,13,101129700,1011298
1781315,189,178131500,1781316
963718,172,96371800,963719
1893612,772,189361200,1893613
1327692,805,132769200,1327693
673635,84,67363500,673636
354916,145,35491600,354917
1277893,66,127789300,1277894
873244,907,87324400,873245
4848,590,484800,4849
1949845,112,194984500,1949846
1314452,755,131445200,1314453
555291,933,55529100,555292
1620284,232,162028400,1620285
1498505,589,149850500,1498506
876883,306,87688300,876884
342100,902,34210000,342101
1594586,531,159458600,1594587
1660502,619,166050200,1660503
157356,883,15735600,157357
736295,620,73629500,736296
375507,841,37550700,375508
1395437,384,139543700,1395438
1963459,378,196345900,1963460
237840,17,23784000,237841
186223,422,18622300,186224
1098375,622,109837500,1098376
965594,741,96559400,965595
1025378,68,102537800,1025379
762122,808,76212200,762123
1563855,987,156385500,1563856
1182757,361,118275700,1182758
1708295,853,170829500,1708296
1851605,881,185160500,1851606
1595537,804,159553700,1595538
854294,644,85429400,854295
236437,88,23643700,236438
126657,119,12665700,126658
1423498,322,142349800,1423499
500286,378,50028600,500287
1498844,590,149884400,1498845
1487151,61,148715100,1487152
1459113,348,145911300,1459114
817682,508,81768200,817683
1495006,329,149500600,1495007
1290270,813,129027000,1290271
536028,397,53602800,536029
1614720,519,161472000,1614721
1341987,296,134198700,1341988
258620,990,25862000,258621
345651,63,34565100,345652
960151,853,96015100,960152
1329739,600,132973900,1329740
873470,386,87347000,873471
288242,190,28824200,288243
138142,515,13814200,138143
1091729,102,109172900,1091730
540091,377,54009100,540092
462375,855,46237500,462376
1498732,381,149873200,1498733
949515,376,94951500,949516
1079284,26,107928400,1079285
68384,993,6838400,68385
1178895,430,117889500,1178896
1543292,357,154329200,1543293
1693611,384,169361100,1693612
705848,543,70584800,705849
1447230,675,144723000,1447231
1977732,346,197773200,1977733
516183,665,51618300,516184
1620005,21,162000500,1620006
1418521,13,141852100,1418522
1763541,642,176354100,1763542
1895306,770,189530600,1895307
248,317,24800,249
422645,516,42264500,422646
1443088,285,144308800,1443089
1108432,940,110843200,1108433
1879500,654,187950000,1879501
1658217,884,165821700,1658218
1426353,181,142635300,1426354
616088,245,61608800,616089
692575,666,69257500,692576
311132,797,31113200,311133
32,64,3200,33
1126644,742,112664400,1126645
1731571,1,173157100,1731572
46359,393,4635900,46360
1391872,249,139187200,1391873
506780,264,50678000,506781
96237,40,9623700,96238
1008357,347,100835700,1008358
121604,358,12160400,121605
1318361,932,131836100,1318362
968514,91,96851400,968515
387833,326,38783300,387834
443947,487,44394700,443948
411004,203,41100400,411005
1301535,803,130153500,1301536
1214261,923,121426100,1214262
75174,951,7517400,75175
1396562,389,139656200,1396563
350905,442,35090500,350906
1190819,966,119081900,1190820
609683,911,60968300,609684
1951744,82,195174400,1951745
1448632,498,144863200,1448633
143804,124,14380400,143805
404241,120,40424100,404242
922910,721,92291000,922911
1404597,164,140459700,1404598
611845,929,61184500,611846
1364587,326,136458700,1364588
672989,354,67298900,672990
1904502,688,190450200,1904503
994971,845,99497100,994972
905149,596,90514900,905150
1540836,103,154083600,1540837
1140324,359,114032400,1140325
471974,84,47197400,471975
19005,94,1900500,19006
1538052,370,153805200,1538053
1160484,61,116048400,1160485
1112320,852,111232000,1112321
1279817,515,127981700,1279818
1714159,162,171415900,1714160
1524156,852,152415600,1524157
1137995,819,113799500,1137996
387055,863,38705500,387056
1407893,378,140789300,1407894
1988883,405,198888300,1988884
1528603,174,152860300,1528604
816995,211,81699500,816996
1784695,349,178469500,1784696
222840,957,22284000,222841
1540623,775,154062300,1540624
1708724,111,170872400,1708725
1521057,98,152105700,1521058
27544,666,2754400,27545
297237,779,29723700,297238
1689093,687,168909300,1689094
72522,310,7252200,72523
1340165,514,134016500,1340166
482616,52,48261600,482617
1634676,239,163467600,1634677
934337,801,93433700,934338
786598,253,78659800,786599
1408270,266,140827000,1408271
568152,380,56815200,568153
1262537,909,126253700,1262538
1867730,243,186773000,1867731
729794,363,72979400,729795
1776675,336,177667500,1776676
1973047,978,197304700,1973048
1950550,505,195055000,1950551
926113,804,92611300,926114
1896377,813,189637700,1896378
186799,948,18679900,186800
1218962,531,121896200,1218963
1576796,194,157679600,1576797
1002552,255,100255200,1002553
1043131,650,104313100,1043132
484788,310,48478800,484789
1669261,874,166926100,1669262
1788680,868,178868000,1788681
741392,713,74139200,741393
460222,894,46022200,460223
878414,178,87841400,878415
1211490,452,121149000,1211491
1270583,362,127058300,1270584
1136991,450,113699100,1136992
1158683,257,115868300,1158684
707854,868,70785400,707855
530711,528,53071100,530712
149680,195,14968000,149681
1988793,444,198879300,1988794
1947139,730,194713900,1947140
1898287,282,189828700,1898288
1167530,467,116753000,1167531
1327782,411,132778200,1327783
1653378,676,165337800,1653379
1154816,868,115481600,1154817
1564401,722,156440100,1564402
947655,12,94765500,947656
1335155,667,133515500,1335145
1956813,967,195681300,1956814
1679955,887,167995500,1679956
1048192,270,104819200,1048193
1835884,829,183588400,1835874
1851944,820,185194400,1851945
1837138,551,183713800,1837139
1597622,610,159762200,1597623
737311,239,73731100,737312
157333,408,15733300,157334
509549,328,50954900,509550
1353568,623,135356800,1353569
274431,993,27443100,274432
957563,236,95756300,957564
1109448,528,110944800,1109449
1742770,33,174277000,1742771
1288603,321,128860300,1288604
1573895,314,157389500,1573896
147536,673,14753600,147537
446969,205,44696900,446970
1603899,561,160389900,1603900
1401737,306,140173700,1401738
1871936,285,187193600,1871937
631809,881,63180900,631810
1998764,222,199876400,1998765
562743,89,56274300,562733
27026,472,2702600,27027
144726,536,14472600,144727
76747,161,7674700,76748
193681,906,19368100,193682
219380,106,21938000,219381
1176965,292,117696500,1176966
291742,199,29174200,291743
350085,417,35008500,350086
1719625,195,171962500,1719626
10026,798,1002600,10027
1348244,600,134824400,1348245
346430,65,34643000,346431
1062809,503,106280900,1062810
1215244,124,121524400,1215245
1988238,554,198823800,1988239
1573118,532,157311800,1573119
997275,111,99727500,997276
606270,329,60627000,606271
1005967,299,100596700,1005968
792838,922,79283800,792839
1521701,871,152170100,1521702
866382,515,86638200,866383
1514892,359,151489200,1514893
1417554,136,141755400,1417555
1465725,10,146572500,1465726
525762,57,52576200,525763
588704,715,58870400,588705
650277,891,65027700,650278
1171611,628,117161100,1171612
275779,607,27577900,275780
1648445,387,164844500,1648446
138762,401,13876200,138763
800229,589,80022900,800230
1695931,246,169593100,1695932
1693633,278,169363300,1693634
1759291,869,175929100,1759292
21579,476,2157900,21580
498864,305,49886400,498865
1813911,171,181391100,1813912
1025501,425,102550100,1025502
464908,777,46490800,464909
505703,308,50570300,505704
476719,554,47671900,476720
706280,325,70628000,706281
603311,453,60331100,603312
476852,645,47685200,476853
1173190,794,117319000,1173191
1938228,692,193822800,1938218
714940,766,71494000,714941
1494106,819,149410600,1494107
1766858,916,176685800,1766859
1418264,472,141826400,1418265
1769808,570,176980800,1769809
844073,406,84407300,844063
1717924,382,171792400,1717925
565013,284,56501300,565014
883939,591,88393900,883940
560892,133,56089200,560893
7664,960,766400,7665
1790067,82,179006700,1790068
1077896,738,107789600,1077897
529214,129,52921400,529215
1718192,143,171819200,1718193
463735,422,46373500,463736
1453799,525,145379900,1453800
1597982,822,159798200,1597983
1836788,165,183678800,1836789
658236,502,65823600,658237
1016766,179,101676600,1016767
1058946,562,105894600,1058947
405894,379,40589400,405895
1816955,833,181695500,1816945
452906,235,45290600,452907
826293,906,82629300,826294
479360,610,47936000,479361
441211,725,44121100,441212
1831277,270,183127700,1831278
623821,65,62382100,623822
1980799,533,198079900,1980800
124409,858,12440900,124410
1473305,856,147330500,1473306
670781,581,67078100,670782
1913593,464,191359300,1913594
1891666,781,189166600,1891667
523172,777,52317200,523162
696966,488,69696600,696967
1946086,566,194608600,1946087
1710283,390,171028300,1710284
1948862,954,194886200,1948863
842056,820,84205600,842057
954708,981,95470800,954709
1958463,88,195846300,1958464
808962,202,80896200,808963
1221524,314,122152400,1221525
1326977,731,132697700,1326978
830634,327,83063400,830635
1171669,990,117166900,1171670
1929639,541,192963900,1929640
728914,615,72891400,728915
319965,528,31996500,319966
1299736,342,129973600,1299737
1382930,611,138293000,1382931
1776645,881,177664500,1776646
1502516,993,150251600,1502517
556172,794,55617200,556173
827484,300,82748400,827485
71911,514,7191100,71912
14681,91,1468100,14682
1290494,801,129049400,1290495
1166535,209,116653500,1166536
1457014,383,145701400,1457004
187935,980,18793500,187936
395711,103,39571100,395712
158134,520,15813400,158135
566303,234,56630300,566304
1703549,986,170354900,1703550
658407,608,65840700,658408
1544742,914,154474200,1544743
224418,672,22441800,224419
77201,399,7720100,77191
1978878,909,197887800,1978879
524629,838,52462900,524630
1447687,983,144768700,1447688
1171619,370,117161900,1171620
1666955,109,166695500,1666956
540847,114,54084700,540848
1453895,981,145389500,1453896
1762892,866,176289200,1762893
557690,725,55769000,557691
63971,886,6397100,63972
1720363,660,172036300,1720364
1164335,590,116433500,1164336
1524195,631,152419500,1524196
1797523,442,179752300,1797524
1262993,364,126299300,1262994
1825136,183,182513600,1825137
1015154,47,101515400,1015144
1232265,275,123226500,1232266
1908569,156,190856900,1908570
1097605,954,109760500,1097606
560362,792,56036200,560363
562389,18,56238900,562390
1502752,725,150275200,1502753
1215573,677,121557300,1215574
1914089,666,191408900,1914090
52382,653,5238200,52383
824894,245,82489400,824895
483934,492,48393400,483935
535403,186,53540300,535404
724264,533,72426400,724265
828973,517,82897300,828974
1269550,595,126955000,1269551
706228,858,70622800,706229
1124901,960,112490100,1124902
1931313,991,193131300,1931314
1688276,600,168827600,1688277
1932728,902,193272800,1932729
450043,196,45004300,450044
1990070,513,199007000,1990071
927274,166,92727400,927275
54197,503,5419700,54198
644364,805,64436400,644365
596600,226,59660000,596601
1653838,64,165383800,1653839
744776,466,74477600,744777
419573,855,41957300,419574
624551,579,62455100,624552
1410339,681,141033900,1410340
1280878,203,128087800,1280879
1205292,355,120529200,1205293
562755,859,56275500,562756
1717246,641,171724600,1717247
444271,932,44427100,444261
1383980,520,138398000,1383981
572546,117,57254600,572547
1337919,469,133791900,1337920
1003611,451,100361100,1003612
14109,510,1410900,14110
1647552,761,164755200,1647553
1571946,386,157194600,1571947
495810,529,49581000,495811
1407986,464,140798600,1407987
1630900,34,163090000,1630901
824962,122,82496200,824963
1902288,670,190228800,1902289
1873277,227,187327700,1873278
1436525,210,143652500,1436526
1656523,360,165652300,1656524
786600,97,78660000,786601
1623130,579,162313000,1623131
1253060,164,125306000,1253061
1622705,280,162270500,1622706
6802,357,680200,6803
1454,71,145400,1455
1488718,581,148871800,1488719
1374878,260,137487800,1374879
1084546,686,108454600,1084547
1194371,546,119437100,1194372
38296,224,3829600,38297
533836,653,53383600,533837
278293,580,27829300,278294
50545,573,5054500,50546
868576,978,86857600,868577
441930,572,44193000,441931
1702186,740,170218600,1702187
724180,939,72418000,724181
24948,504,2494800,24949
1531799,724,153179900,1531800
462265,964,46226500,462266
737615,433,73761500,737616
1575053,538,157505300,1575054
1225065,912,122506500,1225066
1799609,10,179960900,1799610
1284256,34,128425600,1284257
143602,670,14360200,143603
834380,419,83438000,834381
650449,247,65044900,650450
462285,935,46228500,462286
760351,332,76035100,760352
999164,92,99916400,999154
132512,592,13251200,132502
871171,66,87117100,871172
1024424,219,102442400,1024425
822062,421,82206200,822063
1986136,952,198613600,1986137
1175164,551,117516400,1175165
282815,679,28281500,282816
1012723,239,101272300,1012724
1556199,412,155619900,1556200
883170,526,88317000,883171
657741,932,65774100,657731
939638,810,93963800,939639
79851,520,7985100,79852
699473,811,69947300,699474
1613452,230,161345200,1613453
1837053,821,183705300,1837054
1405538,558,140553800,1405539
1354380,42,135438000,1354381
1696824,747,169682400,1696825
1699630,548,169963000,1699631
1774905,768,177490500,1774906
542947,246,54294700,542948
1924750,968,192475000,1924751
1631131,433,163113100,1631132
799463,767,79946300,799464
1181302,952,118130200,1181303
902837,18,90283700,902838
1668718,532,166871800,1668719
1947542,263,194754200,1947543
1606336,410,160633600,1606337
426951,149,42695100,426952
514263,589,51426300,514264
1777060,561,177706000,1777061
263301,538,26330100,263302
1067814,981,106781400,1067815
1995401,736,199540100,1995402
1149640,65,114964000,1149641
1631210,923,163121000,1631211
